airline_name,route_count,avg_distance_km,airline_id,region
O4,8,286.58327888812187,,Other
O6,104,1099.696118798838,3764.0,South America
OA,110,561.2084654527623,3776.0,Other
OB,28,1319.0759658807006,462.0,Other
OC,8,135.3421666655105,11794.0,Asia
OD,46,1443.5598876673257,18732.0,Other
OJ,8,3098.9414268374226,3826.0,Other
OK,111,1571.2897187157023,1946.0,Other
OM,12,2561.4797580394024,3354.0,Other
ON,8,1418.4328273588674,3618.0,Other
OR,24,4952.237741643511,1299.0,Other
OS,240,1556.6417174704884,491.0,Other
OU,112,770.1552732207361,1925.0,Other
OV,26,1039.5017112111868,2218.0,Other
OX,6,1358.8399448969028,3811.0,Other
OY,4,1176.7214557711882,3781.0,South America
OZ,262,2457.314164027241,28.0,Other
P0,18,433.9875438085456,4066.0,Other
P1,10,603.1119343147149,,North America
P2,15,254.9481900707087,,Other
P4,21,253.6936186050283,18169.0,Other
P6,38,374.85801187130244,,North America
P9,16,633.417408720325,11763.0,Other
PB,50,356.61228462033296,,North America
PC,242,1347.9368492154251,3926.0,Other
PD,34,668.5979615924841,4021.0,North America
PE,2,529.4784845518396,106.0,Other
PG,75,1316.3504985778466,1422.0,Other
PI,14,1031.4150488602288,3969.0,Other
PJ,6,748.5883604652968,477.0,North America
PK,242,2106.23199874261,3871.0,Other
PL,18,218.08330661273126,179.0,Other
PM,16,301.81870827180916,5016.0,Europe
PN,90,1143.4530423008391,12978.0,Asia
PQ,6,623.8264477689943,14061.0,Other
PR,144,2745.431500290887,3952.0,Other
PS,127,1734.7302187631185,5282.0,Other
PV,6,67.57073597616187,3834.0,Europe
PW,31,511.86673233847387,4031.0,Other
PX,97,1244.8521103098053,328.0,Other
PY,20,1860.7231887346468,4752.0,Other
PZ,18,1247.7982842377592,5156.0,Other
Q2,30,568.6493189747229,13108.0,Other
Q3,2,19.002664039408053,18700.0,Other
Q5,4,,10.0,North America
Q6,58,348.6225151611215,753.0,Oceania
Q7,14,194.7766576419352,20686.0,Other
Q8,14,1050.5083622995621,3857.0,Other
Q9,24,246.04939507437822,11838.0,North America
QB,12,352.30484479887514,2541.0,Other
QC,25,1025.7738265128053,16415.0,Other
QF,432,3087.8009568825623,4089.0,Oceania
QG,58,835.7300374027594,19305.0,Other
QH,34,2018.2282986133077,882.0,Other
QL,14,449.71927688868533,1206.0,Other
QN,16,1931.0037712332794,426.0,Other
QR,278,1709.7638542130128,4091.0,Other
QS,67,1176.527909370181,5097.0,Other
QU,4,919.3004849238436,2104.0,Other
QV,48,650.2744966074368,3233.0,Other
QZ,62,1284.6797637763664,2857.0,Other
R2,9,1571.239745186974,3805.0,Other
R3,87,2017.1931642153452,1287.0,Other
R7,26,394.63192036006143,622.0,Other
RA,8,2808.890851389822,3637.0,Other
RC,9,909.8667650710809,881.0,Other
RG,10,206.31509705838351,5368.0,Other
RI,16,1546.2136580410931,3391.0,Other
RJ,122,2291.9582142948607,4259.0,Other
RL,9,833.5197104141641,11857.0,Other
RO,92,1178.199091355054,5179.0,Other
RQ,5,1163.6111142095826,3097.0,Other
RX,20,989.2541574841325,19676.0,Other
RZ,17,136.23449120693334,2226.0,Other
S2,180,689.5329719026179,241.0,Asia
S3,6,3060.887735710125,4735.0,Other
S4,81,1844.4166192443126,4304.0,Other
S5,15,196.64124752333396,4822.0,South America
S6,6,199.19821804567763,10776.0,Other
S7,281,2339.013836193876,4329.0,Other
S9,8,314.1516576947836,17099.0,Other
SA,202,2711.891797724835,4305.0,Africa
SB,22,2627.818878754819,139.0,Other
SC,314,986.0638542021745,4599.0,Asia
SD,34,1358.1883666101503,4521.0,Other
SE,32,4654.326106749482,5479.0,Europe
SG,196,783.4380110691717,4375.0,Asia
SH,10,227.10984637886472,10675.0,Oceania
SI,20,405.7759236710064,4438.0,Other
SJ,106,806.1040558612042,4454.0,Other
SK,504,1563.9761045372354,4319.0,Other
SN,190,2193.998734859912,1531.0,Other
SP,28,204.02133517537072,4429.0,Other
SQ,212,4005.9477596904594,4435.0,Asia
SS,30,4382.8721225611425,1908.0,Other
ST,96,2176.3938783541985,2547.0,Europe
SU,473,2499.348797470258,130.0,Other
SV,383,2623.51799025848,4533.0,Other
SW,35,1405.9646911602854,153.0,Other
SX,24,689.7779075400086,18543.0,Other
SY,38,1952.4185808402387,4356.0,North America
SZ,48,2468.2137157726256,10122.0,Other
T3,32,392.83037003565175,2117.0,Europe
T5,16,2981.45327216047,5083.0,Other
T7,24,453.26188302790143,4965.0,Europe
TA,14,2536.361608213022,2622.0,Other
TCX,125,3308.9722034842493,4897.0,Europe
TD,4,2486.3728664833156,1048.0,Other
TE,11,171.18124736046087,2418.0,South America
TF,36,540.7265212404862,3386.0,Other
TG,193,3659.920500227728,4940.0,Other
TJ,14,293.6110130835563,18529.0,Other
TK,658,2192.4988351592187,4951.0,Other
TL,33,814.5976486218399,338.0,Oceania
TM,54,850.7172839248228,9541.0,Other
TN,17,4438.2620599878655,225.0,Oceania
TO,488,2426.925173694217,8745.0,Europe
TOM,139,3103.6736083003802,5013.0,Europe
TP,229,2933.63851045802,4869.0,Other
TR,76,2124.8061613197783,4936.0,Asia
TS,138,4260.9816774297,1317.0,North America
TT,42,1549.946097327813,4937.0,Oceania
TU,151,1668.940659474354,4870.0,Other
TV,42,1157.8366493703402,5333.0,Asia
TW,16,1164.9161570217254,16624.0,Other
TX,28,3964.474328568696,567.0,Other
TY,23,175.05830897505916,2825.0,Other
TZ,24,3349.4954912485514,17891.0,Asia
U2,1130,1401.4885272174492,2297.0,Europe
U6,232,2340.446614400444,5234.0,Other
U7,16,656.2756556057142,3721.0,Other
UA,2180,2355.9742531555535,5209.0,North America
UD,2,418.422330204385,2757.0,Europe
UE,16,1102.153910154002,3589.0,Other
UG,24,366.3042328676167,5085.0,Other
UJ,32,1052.6895735718954,11811.0,Other
UL,93,3042.28674439326,4349.0,Other
UM,12,637.5097278468558,608.0,Other
UN,300,3554.7616680476913,5067.0,Other
UO,20,1948.87073674056,2774.0,Other
UP,58,550.6291806074117,1403.0,Other
UR,76,650.7546875652282,15814.0,Other
US,1960,2075.122791885379,5265.0,North America
UU,24,2131.391111523251,1191.0,Other
UX,158,2525.5553179563926,90.0,Europe
UY,4,772.1321097553065,1611.0,Other
V0,80,864.5586110191338,1886.0,Other
V3,6,1365.1371975156217,1669.0,Europe
V4,2,70.93895107283075,4165.0,Other
V7,136,949.8821741106285,20577.0,Europe
V9,10,188.8138699023245,10800.0,Europe
VA,290,2417.6872331033524,5360.0,Oceania
VB,102,907.5469178108801,10646.0,North America
VF,6,1306.5169066483174,5297.0,Asia
VH,12,420.19392543332697,9666.0,Other
VJ,34,702.262494022487,5651.0,Other
VN,211,2040.4678633968954,5309.0,Other
VQ,8,219.53590343817496,11948.0,Other
VR,38,1842.6300290818017,5041.0,Other
VS,195,3707.2432606718935,5347.0,North America
VT,97,349.6752648416876,692.0,Other
VW,42,528.1573560865446,1290.0,North America
VX,66,2845.661151383271,5331.0,North America
VY,384,1236.1143006654195,2439.0,Europe
W2,62,1452.4852705438516,18553.0,Other
W3,76,1123.9416663895433,20976.0,Africa
W4,14,347.4552246209012,16660.0,Other
W5,24,3296.050178895977,3370.0,Other
W6,463,1396.286614827848,5461.0,Other
W9,29,406.8866504221304,970.0,Other
WB,40,1808.6192662862936,4292.0,Other
WF,210,253.23789475115095,5439.0,Other
WJ,38,123.20880922939058,5399.0,North America
WM,25,189.35799193880422,16149.0,Other
WN,1146,1402.5884280805992,4547.0,North America
WP,6,147.59379361458903,8809.0,North America
WS,341,1962.3599967419418,5416.0,North America
WT,75,222.0832079541017,,North America
WU,42,1482.3473032276645,13757.0,Other
WW,10,2397.386290485703,1441.0,Other
WX,30,495.38591147348444,1792.0,Europe
WY,98,2472.7271537175707,3778.0,Other
X3,226,2336.707244480174,2681.0,Europe
X4,4,,,North America
X7,2,153.9165433077252,1775.0,North America
XK,42,592.4881147678957,1909.0,Europe
XL,14,1943.5863532720216,1034.0,Other
XQ,99,1844.548103566244,4573.0,Other
XU,26,950.1255068362832,,Other
XV,6,322.01449572217444,16844.0,Other
XY,110,1687.7950573413004,3754.0,Other
Y4,197,1632.7531377524313,5325.0,North America
Y5,4,1267.4372624086268,17023.0,Other
Y7,78,2113.9714709128966,13088.0,Other
Y8,30,503.65641075629065,16725.0,South America
Y9,23,555.6643519818133,3148.0,Other
YC,62,1365.8789993720718,9828.0,Other
YI,27,270.1267037886625,16475.0,Other
YJ,14,360.2361580238475,,Other
YK,34,2044.880286120471,1943.0,Other
YM,26,1127.0651371546692,3539.0,Other
YN,36,243.46583177456762,,North America
YO,4,2224.727781571282,16150.0,Europe
YQ,14,1012.2785911983017,16882.0,Other
YR,2,124.90904359690585,17519.0,North America
YT,18,235.43301847193814,16133.0,Other
Z2,32,1618.7362960429402,9764.0,Other
Z3,12,,1266.0,Other
Z4,10,1349.5237910176406,5523.0,Other
Z6,20,904.1532334831958,16120.0,Other
Z8,39,425.06434750270114,603.0,Other
Z9,8,1201.4900834540163,18825.0,Other
ZB,210,2337.5916304169214,220.0,Europe
ZD,8,466.40476860720355,,Other
ZE,22,1411.3524650148238,9809.0,Other
ZH,815,1235.4491098713586,4611.0,Asia
ZI,72,1396.1323878167827,21.0,Other
ZK,61,361.7090066669504,2607.0,North America
ZL,88,372.1095980969686,4178.0,Oceania
ZM,4,1628.0476969963815,19016.0,Other
